timestamp,peso,velz,dist
2024-01-31 02:40:05.668965,4.039100,-10.927136,14.433000
2024-01-31 02:40:06.574604,4.042500,-10.924743,14.433000
2024-01-31 02:40:07.398343,4.048900,-10.917560,14.433000
2024-01-31 02:40:08.351558,4.048900,-10.924743,14.433000
2024-01-31 02:40:09.242461,4.046700,-10.934319,14.416000
2024-01-31 02:40:10.065416,4.042900,-10.924743,14.416000
2024-01-31 02:40:10.979055,4.061300,-10.910378,14.433000
2024-01-31 02:40:11.905200,4.062200,-10.905589,14.433000
2024-01-31 02:40:12.720762,4.073500,-10.931925,14.433000
2024-01-31 02:40:13.643040,4.075500,-10.931925,14.858000
2024-01-31 02:40:14.578297,4.072600,-10.941502,14.433000
2024-01-31 02:40:15.388636,4.085700,-10.927136,14.433000
2024-01-31 02:40:16.307912,4.089600,-10.924743,14.858000
2024-01-31 02:40:17.942750,4.104800,-10.943896,14.858000
2024-01-31 02:40:18.866465,4.108500,-10.917560,14.433000
2024-01-31 02:40:19.849781,4.112700,-10.943896,14.433000
2024-01-31 02:40:21.023353,-123.321297,-10.948685,14.433000
2024-01-31 02:40:22.360727,4.138500,-10.927136,14.433000
2024-01-31 02:40:23.398146,4.140600,-10.915166,14.433000
2024-01-31 02:40:24.091112,4.138800,-10.910378,14.433000
2024-01-31 02:40:25.015802,4.150100,-10.929531,14.841000
2024-01-31 02:40:25.938507,4.148300,-10.939108,14.433000
2024-01-31 02:40:26.818773,4.159100,-10.919954,14.841000
2024-01-31 02:40:27.678753,4.158700,-10.924743,14.858000
2024-01-31 02:40:28.593543,4.147600,-10.905589,14.433000
2024-01-31 02:40:29.418239,4.138000,-10.946290,14.433000
2024-01-31 02:40:30.338453,4.133900,-10.907983,14.433000
2024-01-31 02:40:31.273063,4.137400,-10.924743,14.433000
2024-01-31 02:40:32.193769,4.135000,-10.903194,14.841000
2024-01-31 02:40:32.997126,4.133300,-10.922348,14.433000
2024-01-31 02:40:33.922370,4.133100,-10.946290,14.858000
2024-01-31 02:40:35.555446,4.144800,-10.931925,14.433000
2024-01-31 02:40:36.478270,4.139500,-10.896012,14.858000
2024-01-31 02:40:37.400267,4.140500,-10.936713,14.433000
2024-01-31 02:40:38.218762,4.128500,-10.936713,14.841000
2024-01-31 02:40:39.146280,4.103500,-10.888829,14.433000
2024-01-31 02:40:40.062717,4.092800,-10.939108,14.433000
2024-01-31 02:40:40.884032,4.077300,-10.929531,14.433000
2024-01-31 02:40:41.804882,4.068100,-10.943896,14.433000
2024-01-31 02:40:42.726601,4.055100,-10.924743,14.433000
2024-01-31 02:40:43.541207,4.053900,-10.912771,14.433000
2024-01-31 02:40:44.463739,4.059600,-10.922348,14.433000
2024-01-31 02:40:46.100143,4.056500,-10.915166,14.433000
2024-01-31 02:40:47.031314,4.054000,-10.939108,14.858000
2024-01-31 02:40:48.074691,4.052700,-10.941502,14.858000
2024-01-31 02:40:49.658228,4.060100,-10.927136,14.433000
2024-01-31 02:40:50.507367,4.050200,-10.919954,14.841000
2024-01-31 02:40:52.156751,-123.370003,-10.905589,14.433000
2024-01-31 02:40:53.067536,4.081600,-10.898406,14.433000
2024-01-31 02:40:54.707272,-123.309097,-10.951078,14.858000
2024-01-31 02:40:55.773130,4.138200,-10.927136,14.841000
2024-01-31 02:40:57.362999,4.162400,-10.922348,14.433000
2024-01-31 02:40:59.010760,4.174900,-10.943896,14.433000
2024-01-31 02:40:59.823908,4.186100,-10.931925,14.416000
2024-01-31 02:41:00.754857,4.177500,-10.927136,14.433000
2024-01-31 02:41:02.452706,4.179200,-10.919954,14.841000
2024-01-31 02:41:03.310060,4.184800,-10.931925,14.433000
2024-01-31 02:41:04.638293,-123.272499,-10.917560,14.433000
2024-01-31 02:41:05.875028,4.191500,-10.917560,14.841000
2024-01-31 02:41:06.791827,4.193100,-10.917560,14.433000
2024-01-31 02:41:07.605017,4.183500,-10.896012,14.841000
2024-01-31 02:41:08.531053,4.177800,-10.919954,14.433000
2024-01-31 02:41:09.452081,4.194000,-10.927136,14.433000
2024-01-31 02:41:10.377416,4.209400,-10.931925,14.433000
2024-01-31 02:41:11.199329,4.221500,-10.927136,14.433000
2024-01-31 02:41:12.138861,4.201800,-10.936713,14.433000
2024-01-31 02:41:13.042763,4.187900,-10.905589,14.433000
2024-01-31 02:41:13.867087,4.201400,-10.912771,14.433000
2024-01-31 02:41:16.311831,-123.263702,-10.929531,14.841000
2024-01-31 02:41:18.050922,4.194500,-10.905589,14.433000
2024-01-31 02:41:18.869440,4.190600,-10.953473,14.433000
2024-01-31 02:41:19.806809,4.188400,-10.910378,14.841000
2024-01-31 02:41:20.739558,4.177300,-10.941502,14.433000
2024-01-31 02:41:21.537689,4.180800,-10.936713,14.433000
2024-01-31 02:41:22.464849,4.177000,-10.924743,14.433000
2024-01-31 02:41:23.375925,4.183300,-10.929531,14.841000
2024-01-31 02:41:24.200330,4.187600,-10.958261,14.433000
2024-01-31 02:41:25.125523,4.196900,-10.943896,14.433000
2024-01-31 02:41:26.046917,4.202500,-10.960655,14.433000
